"URL","ENABLE","TWITTER"
"http://code.markedmondson.me/tags/r/index.xml",0,""
"https://feeds.feedburner.com/SimonsSnippetsxxx",1,""
"https://feeds.feedburner.com/JamesGoldierstatsPostsxx",1,""
"http://feeds.feedburner.com/VeryStatisticiousxxx",1,""
"http://feeds.feedburner.com/ROnDavidJohnBakerx",1,""
"http://feeds.feedburner.com/Obrl_soil",0,""
"https://www.samabbott.co.uk/categories/r/index.xml",1,""
"https://feeds.feedburner.com/RweeklyOnReproducibleRandomThoughts",1,"@yoniceedee"
"https://feeds.feedburner.com/RayMSerratox",1,""
"https://ryo-n7.github.io/feed.xml",1,""
"https://feeds.feedburner.com/HadleyWickhamxxxx",1,""
"https://feeds.feedburner.com/OurDataGenerationx",1,""
"https://daranzolin.github.io/feed.xml",1,""
"https://feeds.feedburner.com/JethroEmmanuelr",1,""
"http://kanishka.xyz/index.xml",0,""
"https://www.blog.cultureofinsight.com/index.xml",1,""
"http://feeds.feedburner.com/JeffreyWHollister-Rfeed",1,""
"https://hypercompetent.github.io/post/index.xml",1,""
"http://feeds.feedburner.com/netlify-bHvR",1,""
"https://www.wjakethompson.com/categories/rstats/index.xml",1,""
"http://www.r-exams.org/feed.xml",1,""
"https://mattstats.wordpress.com/category/r/feed/",1,""
"http://feeds.feedburner.com/AnicetEboux",1,""
"http://selbydavid.com/categories/r/index.xml",1,""
"http://blog.sellorm.com/categories/r-blog/index.xml",1,""
"https://feeds.feedburner.com/SharpBellx",1,""
"http://feeds.feedburner.com/netlify2",1,""
"https://feeds.feedburner.com/OliviaData2",1,""
"https://shirinsplayground.netlify.app/post/index.xml",1,""
"http://www.questionflow.org/tags/rstats/index.xml",0,""
"http://feeds.feedburner.com/HookedOnData",1,""
"https://www.fromthebottomoftheheap.net/feed-R.xml",0,""
"https://johnmackintosh.net/feed.xml",1,""
"https://feeds.feedburner.com/ROnMaraAverick",1,"@dataandme"
"https://feeds.feedburner.com/Opencpu",1,""
"http://feeds.feedburner.com/RbindSupport",1,""
"http://feeds.feedburner.com/BlogsOnRomainFranois-ConsultingDatactive",1,"@romain_francois"
"https://feeds.feedburner.com/YihuisBlogOnYihuiXie2",1,"@xieyihui"
"http://feeds.feedburner.com/derekogle/jwAi",1,""
"http://feeds.feedburner.com/RViews",1,""
"http://feeds.feedburner.com/rweekly-blog",1,""
"https://feeds.feedburner.com/sthda",1,""
"https://feeds.feedburner.com/PostsOnMallesRBlogRweekly",1,"@ma_salmon"
"http://feeds.feedburner.com/R-spatial",1,""
"http://feeds.feedburner.com/simplystatistics-new",1,"@simplystats"
"https://kbroman.wordpress.com/category/r/feed/",1,""
"https://juliasilge.com/tag/rstats/index.xml",1,"@juliasilge"
"https://flovv.github.io/feed.xml",1,""
"http://feeds.feedburner.com/ColinFayxxx",1,"@_ColinFay"
"https://jasdumas.github.io/r-bloggers-feed.xml",1,"@jasdumas"
"http://deanattali.com/feed.xml",1,"@daattali"
"https://feeds.feedburner.com/github/idux",1,""
"https://f.briatte.org/r/rss",1,""
"https://www.r-statistics.com/feed/",1,""
"http://feeds.feedburner.com/StatisticalThinkingOnStatisticalThinkingxxx",1,"@f2harrell"
"https://rud.is/b/category/r/feed/",1,"@hrbrmstr"
"http://feeds.feedburner.com/edwinth-github",1,""
"https://feeds.feedburner.com/rcpp-gallery",1,""
"https://jcarroll.com.au/tags/rstats/index.xml",1,"@carroll_jono"
"http://www.data-imaginist.com/feed.xml",1,"@thomasp85"
"https://feeds.feedburner.com/rweekly/TBsy",1,"@rweekly_org"
"https://www.r-consortium.org/feed",1,"@RConsortium"
"https://matloff.wordpress.com/feed/",1,""
"http://staff.math.su.se/hoehle/blog/feed.xml",1,""
"http://spatial.ly/feed/",1,""
"https://xianblog.wordpress.com/tag/r/feed/",0,""
"https://ntguardian.wordpress.com/category/r/feed/",1,""
"https://www.rstudio.com/blog/index.xml",1,"@rstudio"
"https://feeds.feedburner.com/AustinWehrwein",1,"@awhstin"
"http://dirk.eddelbuettel.com/blog/index.rss",1,"@eddelbuettel"
"https://kevinushey.github.io/blog/atom.xml",0,"@kevin_ushey"
"https://jonmcalder.github.io/feed.xml",1,"@jonmcalder"
"http://www.win-vector.com/blog/feed/",0,"@WinVectorLLC"
"https://ellisp.github.io/feed.r.xml",1,"@ellis2013nz"
"https://ropensci.org/rbloggers/index.xml",1,""
"https://forwards.github.io/blog/index.xml",1,"@R_Forwards"
"https://moderndata.plot.ly/category/r/feed/",1,"@plotlygraphs"
"http://blog.revolutionanalytics.com/rss.xml",1,"@MicrosoftR"
"http://feeds.feedburner.com/TheGeocomputationWithRWebsite",1,""
"https://novyden.blogspot.com/feeds/posts/default/-/R?alt=rss",1,""
"https://paulvanderlaken.com/tag/r/feed/",1,""
"http://www.deeplytrivial.com/feeds/posts/default/-/R code?alt=rss",1,""
"https://blog.ephorie.de/category/r/feed",1,""
"https://coolstatsblog.com/category/r/feed/",1,""
"https://moderndata.plot.ly/category/r/feed/",1,""
"https://stattech.wordpress.fos.auckland.ac.nz/tag/r/feed/",1,""
"https://r-posts.com/category/r/feed/",1,""
